source_id,source_name,country,title,url,price_eur,year,category,size,weight_range,condition,date_listed,date_found
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,"Křídlo EN A Advance Alpha 6 28 85-125kg Křídlo EN A Advance Alpha 6 28 85-125kg 26 807,04 CZK (1 100,00 EUR) EN A Veliko",https://paragliding-bazar.cz/cs/offering/advance-alpha-6-28-85-125kg-6683/,1100.0,2020.0,EN A,28,,Létané (100-200h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Advance Alpha 7 22 50-85kg Žádné SIV Nelétáno na písku Nevětveno Nekoupáno TK platná Křídlo EN A Advance Alp,https://paragliding-bazar.cz/cs/offering/advance-alpha-7-22-50-85kg-no-sivs-no-flying-on-the-sand-6667/,1800.0,2025.0,EN A,22,,Jako nové (0-50h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A SWING Mito S 70-95kg Listovaný Žádné SIV TK není Nevětveno Nekoupáno Drobné opravy S batohem Křídlo EN A SWI,https://paragliding-bazar.cz/cs/offering/swing-mito-s-70-95kg-concertinas-no-sivs-no-tc-no-trees--6664/,2200.0,2021.0,EN A,S,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A SKY Anakis 3 XL 99-125kg Listovaný Nelétáno na písku Nevětveno Nekoupáno TK platná S batohem Křídlo EN A SKY,https://paragliding-bazar.cz/cs/offering/sky-anakis-3-xl-99-125kg-concertinas-no-flying-on-the-sa-6663/,,2015.0,EN A,XL,,Jako nové (0-50h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,"Křídlo EN A Nova Nivo M 80-100kg Listovaný Nové Křídlo EN A Nova Nivo M 80-100kg Listovaný Nové 51 177,07 CZK (2 100,00",https://paragliding-bazar.cz/cs/offering/nova-nivo-m-80-100kg-concertinas-new-6618/,2100.0,2026.0,EN A,M,,Jako nové (0-50h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Drift carancho L-95kg 115 Listovaný Žádné SIV TK není Nelétáno na písku Nevětveno Nekoupáno Křídlo EN A Drif,https://paragliding-bazar.cz/cs/offering/drift-carancho-l-95kg-115-concertinas-no-sivs-no-tc-no-f-6610/,2000.0,2022.0,EN A,L,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Advance Alpha 8 DLS 26 70-110kg Listovaný Žádné SIV Nelétáno na písku Nevětveno Nekoupáno Křídlo EN A Advanc,https://paragliding-bazar.cz/cs/offering/advance-alpha-8-dls-26-70-110kg-concertinas-no-sivs-no-f-6534/,2500.0,2025.0,EN A,26,,Jako nové (0-50h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Advance Alpha 6 26 70-110kg Žádné SIV Nelétáno na písku Nevětveno Nekoupáno TK platná Křídlo EN A Advance Al,https://paragliding-bazar.cz/cs/offering/advance-alpha-6-26-70-110kg-no-sivs-no-flying-on-the-san-6529/,1200.0,2020.0,EN A,26,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Advance Alpha 7 24 60-80kg Listovaný Žádné SIV Nelétáno na písku Nevětveno Nekoupáno TK platná Křídlo EN A A,https://paragliding-bazar.cz/cs/offering/advance-alpha-7-24-60-80kg-concertinas-no-sivs-no-flying-6506/,,2021.0,EN A,24,,Jako nové (0-50h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A GIN Yeti 4 26 73-95kg Nelétáno na písku Nevětveno Nekoupáno S batohem Křídlo EN A GIN Yeti 4 26 73-95kg Nelé,https://paragliding-bazar.cz/cs/offering/gin-yeti-4-26-73-95kg-no-flying-on-the-sand-no-trees-no--6494/,,2016.0,EN A,26,,Jako nové (0-50h),,2026-04-28
